,title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url,Job
0,Big Data аналитик (Junior),,Алматы,"Beeline, ТМ",19-07-2023,"Отличные знания высшей математики, теории вероятности и математической статистики. Желание решать аналитические задачи для получения практически полезных выводов. ","Проведение аналитических работ в своем направлении. Построение прогнозов и прогнозных моделей. Выявлять проблемы и находить узкие места, с которыми сталкивается...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83688314,Data Analyst
1,Data аналитик,,Алматы,"Центр развития города Алматы, АО",29-06-2023,Обязательное высшее техническое образование. Опыт работы в области <highlighttext>аналитики</highlighttext> данных от 3-х лет. Опыт работы с SQL (мы используем...,"Автоматизация и разработка алгоритмов для сбора и обработки (очистки и верификации) данных. Формирование скриптов загрузки, парсеров. Работа с SQL. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82757292,Data Analyst
2,Data Analyst,,Алматы,Казахстанско - Британский технический университет,20-07-2023,"Высшее образование в области компьютерных наук, математики, физики, эконометрики или смежных областях. Более 2 лет профессионального опыта в технической роли...","Проектирование и разработка автоматизированных решений для обработки данных (прием, обработка, <highlighttext>аналитика</highlighttext> и вся необходимая логика для создания высококачественных продуктов). ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83728215,Data Analyst
3,Data Engineer,,Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),13-07-2023,Уверенное владение SQL и PL/SQL. Чтение и понимание плана запроса. Чтение и понимание чужих скриптов. Опыт оптимизации запросов на...,Разработка и поддержка витрин данных в интересах <highlighttext>аналитиков</highlighttext>/datascience. Обеспечение доступности данных в регламентные сроки. Оптимизация SQL запросов. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83364726,Data Analyst
4,Game Data Analyst,,Астана,G5EN KAZ,20-07-2023,Knowledge of SQL basics. Work experience as an <highlighttext>analyst</highlighttext> in the gaming or IT industry. Experience in hands-on application...,Interact directly with the project producer and company’s lead <highlighttext>analyst</highlighttext>. Analyze financial and game indicators of the project. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83781624,Data Analyst
5,Data Analyst,,Алматы,1Fit,22-07-2023,"Релевантный опыт не менее 1-го года. — Отличная математическая база, знание статистики и обширный опыт применения этого на практике. — ",Погружение в поведенческий паттерн сегментов клиентов по занятию спортом для поиска точных ответов по различным бизнес-задачам. — Проведение AB-тестов...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83367749,Data Analyst
6,Data - инженер,,Алматы,TECHNODOM Operator (Технодом Оператор),20-07-2023,Опыт работы с потоковой <highlighttext>аналитикой</highlighttext> данных. Опыт в оптимизация больших запросов. Хорошее знание реляционных и не реляционных баз данных. ,"Строить потоковую <highlighttext>аналитику</highlighttext>. Разработка и поддержка витрин данных в интересах <highlighttext>аналитиков</highlighttext>/datascience. Организация мониторинга качества данных, выявление и устранение ошибок...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83755956,Data Analyst
7,Middle data analyst,,Алматы,Микрофинансовая организация KMF(КМФ),24-07-2023,,"Проведение аналитических исследований, анализа конкурентов Консультирование пользователей дата-продуктов и хранилищ данных. Дата <highlighttext>аналитика</highlighttext>: Анализ и профилирование данных на источниках...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83930213,Data Analyst
8,Data Engineer,700000 KZT,Астана,Datanomix.pro,03-07-2023,"Опыт работы не менее 2-3 лет в области данных и интеграции, с акцентом на работу с хранилищами данных. ","Взаимодействие с бизнес-пользователями, <highlighttext>аналитиками</highlighttext> данных и другими участниками проекта для понимания их требований, обсуждения проблем и предоставления соответствующих решений. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82919678,Data Analyst
9,Data analyst,,Алматы,Банк ЦентрКредит,17-07-2023,"Опыт работы с финансовыми данными. Знание SQL, Python (pandas, numpy). Опыт применения статистических инструментов исследований. Аналитическое мышление.","Проводить Ad-Hoc исследования, находить инсайты. Выявлять закономерности в поведении клиентов и использовании продуктов, моделировать и интерпретировать их влияние на...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82226186,Data Analyst
10,Middle Data Engineer,,Алматы,Prime Source,19-07-2023,"Опыт работы с отчетами и пакетами бизнес-<highlighttext>аналитики</highlighttext>, например: Tableau, QlikView, SAP BO и т.д.. Опыт работы с языками...",Построение потоков данных для хранилища. Оптимизация выгрузок данных из систем источников. Реализация трансформаций в целевые модели данных хранилища. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83661007,Data Analyst
11,Data engineer,,Астана,DOCUMENTOLOG CREATIVE STUDIO,18-07-2023,"Опыт работы и уверенные навыки в ClickHouse, SQL, python, BI, docker, git обязательно. Базовые знания в DataScience (на уровне TF...","Разработка и реализация стратегии сбора, хранения и обработки данных. Совместно с <highlighttext>аналитиками</highlighttext> поиск и реализация оптимальных и автоматизированных пайплайнов обработки...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83591920,Data Analyst
12,Data аналитик,,Алматы,Микрофинансовая организация KMF(КМФ),12-07-2023,"Опыт выгрузки данных из CBS Colvir, Oracle. Опыт написания скриптов на PL/TL SQL. Опыт работы с регуляторной отчетностью. ",Анализ и консолидирование требований (в т.ч. не функциональных) к составу и формату данных/отчетов от бизнеса. Внесение изменений в...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83362698,Data Analyst
13,Data Engineer,,Алматы,Народный банк Казахстана,03-07-2023,,Разработка и поддержка витрин данных в интересах <highlighttext>аналитиков</highlighttext>/datascience. Обеспечение доступности данных в регламентные сроки. Оптимизация SQL запросов. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/80232911,Data Analyst
14,Lead Data Analyst,,Алматы,Connectivity Solutions (Коннективити Солюшнз),17-07-2023,At least 5 years of previous working experience as a Data <highlighttext>analyst</highlighttext> or a similar role. Knowledge of and comfort...,"Conduct extensive research using numerous internal databases and the Internet. - Translate detailed, broad reporting data sets into highly summarized and...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83582418,Data Analyst
15,"Data Analyst (Кипр, Лимассол)",,Алматы,Alex Staff Agency,05-07-2023,3+ года опыта работы на должности Data <highlighttext>Analyst</highlighttext>. Глубокие знания DBT. Обширные знания SQL. Опыт работы с Big Data. ,"Обучение команды <highlighttext>аналитиков</highlighttext> работе с DBT, курирование и поддержка на всех этапах. Построение процесса создания и преобразования моделей данных. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81237667,Data Analyst
16,Data Engineer / Аналитик,,Астана,ЧУ «Центр информационных технологий и сервиса NIS»,03-07-2023,Опыт работы в области IT-<highlighttext>аналитики</highlighttext> от 2 лет. Понимание основ статистики и математических методов анализа данных. Опыт работы с...,Предоставление структурированных и нормализованных данных для команды <highlighttext>аналитиков</highlighttext>. Декомпозиция сложных задач и нахождение эффективных решений. Написание сложных запросов используя SQL...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81583544,Data Analyst
17,Data Engineer,,Астана,Казах Софт Девелопмент,13-07-2023,Знание SQL. Опыт работы с ETL инструментом. Практические навыки работы с Python. Опыт администрирование СУБД (желательно). Ключевые навыки: SQL. ,"Разработка совместно с системными <highlighttext>аналитиками</highlighttext> алгоритмов регламентной инкрементальной загрузки. Отладка регламентных загрузок, разбор ошибок. Мониторинг исторической загрузки, разбор ошибок. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83373628,Data Analyst
18,Data engineer,,Алматы,ECOMMPAY IT,14-07-2023,"Питон на хорошем уровне (пишешь код не стеной, разбиваешь на разные классы/файлики/конфиги). Хороший SQL (мы используем Vertica, MySQL...",...и настройка пайплайнов обработки данных. Интеграция новых источников данных. Построение витрин данных. Реализация алгоритмов проверки качества данных совместно с <highlighttext>аналитиками</highlighttext>.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83439561,Data Analyst
19,Business Data Engineer,,Алматы,Тинькофф,16-07-2023,Высшее техническое образование. Опыт работы с базами данных в качестве разработчика от 3 лет. Свободное владение SQL. Опыт проектирования объектов...,"Быть экспертом по данным: помогать <highlighttext>аналитикам</highlighttext> в решении вопросов с источниками данных, моделью данных DWH. Разрабатывать витрины в помощь <highlighttext>аналитикам</highlighttext>. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82050378,Data Analyst
20,Lead Data Scientist в R&D-команду логистики Маркета,400000 - 650000 RUR,Алматы,Яндекс,14-07-2023,"От двух лет работали с алгоритмами CV и ML. Знакомы и работали с ML-библиотеками и инструментами (TensorFlow, PyTorch, scikit...","Разрабатывать и внедрять алгоритмы CV и ML, чтобы определять местоположение людей по видеокамерам. Работать над распознаванием паллет и других объектов...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83442004,Data Analyst
21,Главный Data аналитик,,Алматы,Aitas KZ,19-07-2023,"Знание продуктов 1С (ERP, УПП, ЗУП и т.п.). Опыт разработки/доработки и сопровождения типовых конфигураций 1С. ","Сбор и анализ данных из разных источников. Участие в проектах по автоматизации процессов, проработке хранилища данных. Разработка требований к качеству...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83720408,Data Analyst
22,Начальник отдела Big Data аналитики и Data Science,,Алматы,"Beeline, ТМ",11-07-2023,"Высшее Data Science, Computer Sceince, IT. Опыт управления командой Data science от 1 года. Прикладной опыт в Data science/AI...","Управление Data Science командой – подбор персонала, развитие и менторинг. Формирование потребностей в обучении, управление процессом грейдирования. Формализация и стандартизация процесса...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83256860,Data Analyst
23,"Financial data analyst, remote",,Алматы,Xometry Europe GmbH,29-06-2023,"You have gained initial experience in Finance with Big 4, management consulting or a start-up and have a university...","Using your skills, you analyze financial data and prepare it for management use. Provide standard reports and analyses as well...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82749502,Data Analyst
24,"Financial data analyst, remote",,Астана,Xometry Europe GmbH,09-07-2023,"You have gained initial experience in Finance with Big 4, management consulting or a start-up and have a university...","Using your skills, you analyze financial data and prepare it for management use. Provide standard reports and analyses as well...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83181686,Data Analyst
25,Data-engineer/Python developer,,Алматы,ASTER AUTO,05-07-2023,Опыт работы с реляционным базами данных: Должны быть уверенные навыки работы с SQL (PLSQL или MySQL). Опыт в разработке\поддержании...,Поддержка и мониторинг существующей инфраструктуры данных. Участие в совместной разработке витрин для <highlighttext>аналитиков</highlighttext> и сервисов. Поиск и получение доступов к...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81511067,Data Analyst
26,Business Data Engineer,,Астана,Тинькофф,16-07-2023,Высшее техническое образование. Опыт работы с базами данных в качестве разработчика от 3 лет. Свободное владение SQL. Опыт проектирования объектов...,"Быть экспертом по данным: помогать <highlighttext>аналитикам</highlighttext> в решении вопросов с источниками данных, моделью данных DWH. Разрабатывать витрины в помощь <highlighttext>аналитикам</highlighttext>. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82050410,Data Analyst
27,Manager / Senior Manager to Data & Analytics department,,Алматы,PricewaterhouseCoopers,27-06-2023,"...a managerial or leadership role to lead a team of <highlighttext>analysts</highlighttext> and data scientists, set goals, and establish priorities. ","Experience in managing multiple projects, setting timelines and budgets, and overseeing project execution to ensure the timely delivery of results. ",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82489414,Data Analyst
28,Senior Data Engineer,,Алматы,Prime Source,19-07-2023,"Опыт работы с отчетами и пакетами бизнес-<highlighttext>аналитики</highlighttext>, например: Tableau, QlikView, SAP BO и т.д.. Опыт работы с языками...",Построение потоков данных для хранилища. Оптимизация выгрузок данных из систем источников. Реализация трансформаций в целевые модели данных хранилища. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83660508,Data Analyst
29,Senior Data Engineer,,Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),11-07-2023,"Опыт самостоятельной разработки ELT процессов на PL/SQL и в промышленных системах ETL/ELT (Oracle Data Intergrator, Informatica, Talend). ",Обеспечение разработки и поддержки витрин данных в интересах <highlighttext>аналитиков</highlighttext>/datascience. Оптимизация архитектуры и структуры данных. Обеспечение актуальности документации по процессам...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83268394,Data Analyst
30,MDM Data Architect,,Алматы,Prime Source,19-07-2023,"...лет, методологии хранения данных, качества данных, моделирования данных, управления данными, <highlighttext>аналитики</highlighttext>. Опыт работы с реляционными СУБД ( Oracle, MS SQL Server...",Проектирование структуры золотой записи клиента. Настройка и поддержание потоков данных из систем источников. Разработка внутренних процессов средвствами системы MDM.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83661316,Data Analyst
31,Data Scientist,,Алматы,Kaspi.kz,21-07-2023,"Образование высшее, желательно математическое/ ИТ / экономика / статистика. Опыт работы от 2 лет. Знание: SQL (Oracle syntax), Machine Learning (Supervised) Python...","Анализ клиентской базы. Оценка эффективности кампаний. Проведение кластеризации, сегментации клиентской базы. Построение прогнозных моделей. Внесение предложений по улучшению бизнес-процессов.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83811252,Data Scientist
32,Middle Data scientist,,Алматы,Страховая компания Freedom Finance Insurance,04-07-2023,"Высшее образование в области: математика, прикладная физика, ИТ. Опыт анализа больших массивов структурированных и неструктурированных данных. Опыт построения моделей и...","Сбор, обработка, анализ и интерпретация больших данных. Строить и совершенствовать модели машинного обучения. Разрабатывать и оптимизировать систему автоматизированного принятия решений.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82975766,Data Scientist
33,Data Scientist CVM,,Алматы,Банк ЦентрКредит,10-07-2023,"Мы рассчитываем, что у Вас есть опыт и знания для этой позиции: Уверенное владение Python и основными библиотеками анализа данных...","Решать бизнес-задачи с помощью анализа данных и машинного обучения. Проводить поиск, выгрузку, статистический анализ и обработку данных. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/81878002,Data Scientist
34,Lead AI Data Scientist,,Алматы,Compound Solutions SL,23-07-2023,2 years of machine learning engineering experience. 3 years of AI data science experience. At least 1 year of management...,,,От 3 до 6 лет,Частичная занятость,https://hh.ru/vacancy/83296188,Data Scientist
35,Lead Data Scientist в R&D-команду логистики Маркета,400000 - 650000 RUR,Алматы,Яндекс,14-07-2023,"От двух лет работали с алгоритмами CV и ML. Знакомы и работали с ML-библиотеками и инструментами (TensorFlow, PyTorch, scikit...","Разрабатывать и внедрять алгоритмы CV и ML, чтобы определять местоположение людей по видеокамерам. Работать над распознаванием паллет и других объектов...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83442004,Data Scientist
36,Senior Data Scientist,,Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),11-07-2023,"Бакалавр или магистр в области компьютерных наук, статистики, математики или смежной области. Минимум 2 лет опыта работы в области Data...",Разработка и реализация сложных алгоритмов машинного обучения для улучшения наших продуктов и услуг. Анализ больших объемов данных и создание прогнозных...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83254957,Data Scientist
37,Manager / Senior Manager to Data & Analytics department,,Алматы,PricewaterhouseCoopers,27-06-2023,"...leadership role to lead a team of analysts and data <highlighttext>scientists</highlighttext>, set goals, and establish priorities. Strong understanding of database...","Experience in managing multiple projects, setting timelines and budgets, and overseeing project execution to ensure the timely delivery of results. ",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82489414,Data Scientist
38,"Senior Consultant, Data Scientist, Technology Group",,Алматы,KPMG,04-07-2023,"Completed university degree in Computer Science, Statistics, Engineering or similar technical field. A combination of one or more of the...","Build data science assets (aka ‘accelerators’), in line with our global strategy, to ensure we have the platforms and core...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/52581749,Data Scientist
39,Графический и UI/UX Junior web-дизайнер,100000 KZT,Алматы,GoodViz,20-07-2023,"Любой опыт работы на аналогичной позиции. Знание и опыт работы с инструментами: Figma, Adobe Photoshop и Adobe Illustrator. ","Разработка и создание сайтов, включая дизайн и UX. Разработка и внедрение брендбуков и логобуков. Создание графических материалов для рекламы и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83780079,Designer
40,UX/UI дизайнер (Удаленно),,Алматы,NCRM GROUP,23-07-2023,Свободное владение Figma. Владение основами типографики и композиции. Способность к генерации и визуализации интерфейсных решений. Понимание принципов usability и адаптивности...,Работать над внутренними проектами по веб направлению и мобильной разработке. Развивать дизайн-систему. Взаимодействовать с разработчиками и сопровождать процесс реализации...,,От 1 года до 3 лет,Проектная работа,https://hh.ru/vacancy/83901897,Designer
41,UX/UI Дизайнер,150000 - 200000 KZT,Актобе,eDauir,19-07-2023,Быстрая обучаемость и желание развиваться.,"Работа в Актобе. Разработка UI/UX дизайна сайта, платформы.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83703079,Designer
42,UI/UX Веб-дизайнер,300000 - 500000 KZT,Алматы,Keip Tech,23-07-2023,"Опыт работы в области UI/UX дизайна от 3 лет. Владение инструментами Figma, включая создание и использование динамических компонентов, прототипирование...","Разработка и реализация дизайна пользовательского интерфейса веб-приложений. Проведение исследований пользовательского опыта, внедрение полученных знаний в дизайн. Работа над улучшением...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83539016,Designer
43,UX-UI дизайнер мобильного приложения,,Астана,Locagroup,18-07-2023,"Опыт работы в области графического дизайна и UI/UX дизайна. Уверенное владение инструментами дизайна, такими как Adobe Creative Suite (Photoshop...","Разработка пользовательских интерфейсов (UI) мобильных приложений и других цифровых продуктов, с учетом современных трендов и лучших практик UX/UI дизайна. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83632017,Designer
44,UX/UI дизайнер,,Алматы,Golden Bridge Partners,22-07-2023,"Опыт работы UX/<highlighttext>UI</highlighttext> <highlighttext>дизайнером</highlighttext> с реализованными проектами (сложные интерфейсы взаимодействия web/mobile будет плюсом). Умение доносить идею, отстаивать свою...",Adobe Photoshop. Adobe Illustrator. Figma. Usability. Графический дизайн. Проектирование пользовательских интерфейсов. Дизайн интерфейсов. Web-дизайн. UX/UI.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83675607,Designer
45,UX/UI-дизайнер,,Астана,Апару,05-07-2023,,"Разработка интерфейсов, которые превосходят все ожидания пользователей. До встречи!",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83007226,Designer
46,UX/UI Дизайнер,350000 - 500000 KZT,Алматы,ТРАНСЛАЙН,24-07-2023,"Портфолио. Опыт от 1-го года. Figma, Photoshop. Понимание работы Front-End части. Будет плюсом: Профильное образование в части дизайна...",Разработка макетов на Figma. Улучшение user experience от наших услуг. Разработка дизайн кода. Создание UI Kit. Обсуждение юзабилити сайта и...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83935220,Designer
47,UX/UI designer,,Алматы,Международная беттинг компания Parimatch (ТОО БК PM Бет),24-07-2023,Релевантный коммерческий опыт от 2-х лет. Свободное владение Figma. Знание принципов Usability. Реальный опыт разработки адаптивного дизайна. ,Дизайн сайтов под различные проекты компании. Дизайн промо-лендингов. Разработка дизайна пользовательских интерфейсов в соответствии с дизайн-системой для продукта...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83616464,Designer
48,UI/UX Дизайнер,,Алматы,IDOCSKZ,12-07-2023,Уверенное владение Figma. Опыт работы в команде с разработчиками. Опыт в дизайне мобильных приложений. Знания в Google material и Apple...,"Отвечать за пользовательский интерфейс и его архитектуру. Взаимодействие, исследования пользователей и визуальный дизайн на разных платформах. Определение целевой аудитории продукта...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83334148,Designer
49,UI/UX desıgner,,Астана,АДмастерс,19-07-2023,"Опыт проектирования мобильных приложений и сайтов. - Уверенное использование Figma. - Понимание концепции Pixel Perfect, основ HTML / CSS. - Знание гайдлайнов iOS и...",Экосистема TrustMe находится в поиске Frontend-разработчика. - Анализ целевой аудитории платформы и мобильного приложения. - Выработка рекомендаций к UX на основании...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83659598,Designer
50,Дизайнер UI/UX,,Алматы,"Bank RBK, АО",30-06-2023,"Понимание принципов UI/UX. Опыт работы не менее 1 года в должности дизайнера UI/UX с портфолио, демонстрирующим реализованные проекты. ","Разработка концепций UI/UX в соответствии с бизнес-требованиями. Дизайн и планирование разделов, функций и отдельных экранов для приложений и...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82821055,Designer
51,Ux/ui дизайнер,300000 KZT,Алматы,PAYDA Accounting Development (ПАЙДА Аккаунтинг Девелопмент),24-07-2023,Опыт проектирования мобильных приложений и сайтов. Уверенное использование Figma. Знание гайдлайнов iOS и Android. Понимание принципов адаптивного дизайна. ,Анализ целевой аудитории платформы и мобильного приложения. Выработка рекомендаций к UX на основании построенных CJM c последующей доработкой. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83312622,Designer
52,UX/UI Designer в SuperApp,,Алматы,Kcell,01-07-2023,Высшее образование. Знание принципов веб-дизайна и гайдлайнов для Apple и Google. Уверенное владение инструментами Figma / Sketch. Прототипирование и использование...,"Тесно работать вместе с разработчиками и Product Owner-ами. Создавать решения для сложных пользовательских сценариев, продумывать состояния. Отстаивать интересы пользователя...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/81388274,Designer
53,UI/UX Дизайнер,300000 - 500000 KZT,Алматы,Зина Групп,24-07-2023,Исследование опыта пользователя на основе данных аналитики или данных фокус групп. Обладаешь твердыми знаниями лучших практик UX и системным мышлением. ,"Создания концептов дизайна, и участие в создании процессов использования продукта пользователями. Составлять и документировать guidelines на UI/UX для команд...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82511718,Designer
54,Дизайнер UI/UX (Middle/Senior),,Алматы,Банк ЦентрКредит,11-07-2023,Опыт работы UX/<highlighttext>UI</highlighttext> <highlighttext>дизайнером</highlighttext> в продуктовой команде с реализованными проектами (сложные интерфейсы взаимодействия web/mobile будет плюсом). ,Проектировать опыт взаимодействия пользователей с продуктами и процессами в наших цифровых каналах. Проверять и улучшать дизайн-решения на основе пользовательских...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83290935,Designer
55,UI/UX Designer (remote),,Алматы,Zoftify Eesti OÜ,27-06-2023,"Experience leading in product design workshops. Experience designing products from A to Z (product <highlighttext>design</highlighttext>, wireframing, prototyping, <highlighttext>UI</highlighttext>).","Work on international projects (Germany, Switzerland, UK, US). Design beautiful mobile and web apps in Figma. Participate in product design...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82558053,Designer
56,Дизайнер UI/UX (веб-сайт и мобильные приложения),,Алматы,ALLUR AUTO,20-07-2023,"Инструменты дизайна: Уверенное владение инструментами дизайна, такими как Sketch, Adobe XD, Figma или аналогичными. Прототипирование: Опыт работы с инструментами прототипирования...",Определение пользовательских требований и целей: Сбор и анализ пользовательских требований и определение ключевых метрик успеха. Создание концепций и прототипов: Разработка...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82190545,Designer
57,Senior/Team Lead UX/UI дизайнер,,Алматы,Airba Fresh,13-07-2023,"Опыт работы в UX/UI дизайне не менее 3 лет, включая опыт работы в роли лидера команды. Опыт работы в...","Руководство командой UX/<highlighttext>UI</highlighttext> <highlighttext>дизайнеров</highlighttext>, включая постановку целей, распределение задач и обеспечение выполнения проектов в срок. Разработка пользовательских интерфейсов мобильных...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83383546,Designer
58,UI/UX дизайнер,,Алматы,Fntastic» (Фнтастик),22-07-2023,Применять творческое и креативное мышление для решения нестандартных задач.  Наличие актуального портфолио с примерами работ.  Уверенное владение графическими редакторами Adobe...,Fntastic — международная организация со штаб-квартирой в Сингапуре.  Создавать дизайны многофункциональных пользовательских интерфейсов для игровых проектов.  Сопровождать интеграцию созданных пользовательских...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83189131,Designer
59,UI/UX дизайнер,,Астана,Fntastic» (Фнтастик),22-07-2023,Применять творческое и креативное мышление для решения нестандартных задач.  Наличие актуального портфолио с примерами работ.  Уверенное владение графическими редакторами Adobe...,Fntastic — международная организация со штаб-квартирой в Сингапуре.  Создавать дизайны многофункциональных пользовательских интерфейсов для игровых проектов.  Сопровождать интеграцию созданных пользовательских...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83189132,Designer
60,Преподаватель курса UI/UX дизайн,120000 - 360000 KZT,Астана,MyFreedom Education,18-07-2023,"Знание Figma, Photoshop. Грамотная речь. Умение работать в команде. Умение общаться и объяснять.",Преподавание по готовой методике. Проверка домашних заданий. Составление отчетов о посещаемости и успеваемости студентов.,,От 3 до 6 лет,Частичная занятость,https://hh.ru/vacancy/83590063,Designer
61,Web UI/UX Designer,,Астана,G5EN KAZ,22-07-2023,"Опыт разработки интерфейсов для веб-сайтов или приложений от 2-х лет. Знание общих принципов UI/UX, основ композиции и...","Дизайн интерфейсов для веб-сайтов и веб-приложений. Работа в тесном контакте с менеджерами по продукту, разработчиками и тестировщиками. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83675914,Designer
62,3D Designer with UX/UI Experience,,Астана,Ramotion,27-06-2023,"The opportunity to collaborate with innovative startups and fast-growing SMBs in sectors like SAAS, Fintech, Edtech, Healthcare, Green Energy...","A stable stream of diverse projects in various formats, including AR/VR, mobile apps, and web apps. Clear and structured...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82572021,Designer
63,"UX/UI product дизайнер (Senior, Fintech)",,Алматы,Финансовые Платформы,22-07-2023,Опыт работы на должности UI/UX-проектировщика с аналогичными функциями от 5 лет в финтех-проектах (обязательно). Английский язык C...,Исследование задач и предметной области. Сбор и анализ требований к новому и существующему функционалу. Проработка пользовательских сценариев. Разработка макетов дизайна...,,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82685447,Designer
64,UI Director,,Алматы,G5EN KAZ,22-07-2023,"Портфолио реализованных проектов. Опыт управления отделом/командой <highlighttext>UI</highlighttext>-<highlighttext>дизайнеров</highlighttext>. Эффективные коммуникативные и организаторские способности. Сильный визуализатор, способный преобразовывать игровой дизайн...",Ответственность за создание и внедрение пользовательского интерфейса в проекты компании. Обучение <highlighttext>UI</highlighttext>-<highlighttext>дизайнеров</highlighttext> принципам юзабилити и дизайна интерфейсов. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82976209,Designer
