title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Стажер-программист в отдел технической поддержки,100000 KZT,Алматы,Prime Source,05-07-2023,Базовые навыки программирования. Знание алгоритмов и структур данных. Логическое и критическое мышление. Базовые знания программирования на PHP/Python/Java. ,"Закрытие заявок по технической поддержке (инциденты, доработки функционала).",,Нет опыта,Стажировка,https://hh.ru/vacancy/83003932
Инженер-программист,10000 - 200000 KZT,Костанай,TDK,20-07-2023,Навыки в программировании и алгоритмике. Знание модулей Ардуино.,Настройка звуков для игры. Сборка и подключение схемы.,,От 1 года до 3 лет,Проектная работа,https://hh.ru/vacancy/83760400
"Junior+/Middle Программист C#, Unity",700 - 1000 USD,Алматы,Pimpochka Games,21-07-2023,2+ года опыта работы в Unity (Если уверены в своих способностях то 1+). - Опыт коммерческой разработки. - ,"Портирование игр под Яндекс. - Реализация игровых механик. - Имплементация всех необходимых элементов – анимацией, моделей, эффектов – в игру. Перед собеседованием обязательное выполнение...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83810742
Стажер-программист 1С,80000 - 300000 KZT,Атырау,PROFF TIME,21-07-2023,"У тебя законченное высшее или средне-специальное образование в сфере программирования (it) ! ! ! -Ты ответственный, целеустремлённый и исполнительный.",Бесплатное обучение работе в программе 1С от администрирования до программирования.,,Нет опыта,Стажировка,https://hh.ru/vacancy/83794262
Java-разработчик,,Алматы,АО «Bank Freedom Finance Kazakhstan»,17-07-2023,"Java SE - обязательно наличие опыта*. SOAP, Rest API - обязательно наличие опыта*. Знание основ СУБД - обязательно наличие опыта*. HTML, CSS, Javascript...",Автоматизация бизнес-процессов. Разработка микросервисов. Оптимизация и модернизация существующих систем. Поддержка.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83523968
Middle frontend разработчик,,Астана,SAM Project,18-07-2023,"1. HTML. 4. React/Redux Thunk/React Query/ Strapi / I18n. 1. знание принципов построения пользовательских интерфейсов, UI/UX. ",1. проектирование архитектуры модулей/веб-приложений. 2. разработка и сопровождение веб приложений и сервисов. 3. оптимизация веб приложений. 4. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83588294
Программист-разработчик,,Шымкент,HITECH INC,08-07-2023,"уверенное владение php 7, php 8. - отличное знание JS. - опыт работы с VueJS, React JS. - опыт работы с laravel. - ",,,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83175492
Android Developer,,Алматы,Tredo,13-07-2023,"высокая степень вовлеченности. - управление знаниями: техническая документация, распространение знаний. - опыт разработки приложений под Android от 1.5 года. - ","правильное обеспечение качества продукта: работа с багами, код ревью. - обеспечение технического качества: чистый код, рефакторинг. - инъекция зависимостей при помощи Dagger...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83396542
Middle PHP Developer,600000 - 700000 KZT,Алматы,ЧК SMART GAS GLOBAL LTD.,18-07-2023,"Опыт работы не менее 3 лет в разработке на PHP с использованием фреймворка Laravel. Опыт работы над проектами самостоятельно, без...",Разработка и поддержка программного обеспечения на PHP Laravel. Самостоятельное выполнение поставленных задач в срок. Оптимизация и улучшение существующего кода. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83609310
Web-программист в страховую компанию,,Алматы,СК Виктория,14-07-2023,"высшее профессиональное образование, опыт работы не менее 3-х лет. Знания:  операционных систем семейства Windows и Linux.  WordPress.  ","осуществление поддержки и доработка веб-сайта.  доработка имеющихся и разработка новых модулей системы онлайн-страхования, исходные коды в наличии.  ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83438377
Golang Developer,4800 - 6000 USD,Астана,inDrive,21-07-2023,"У вас есть опыт разработки и проектирования приложений на микросервисной архитектуре, и вы знаете, как организовать взаимодействие микросервисов. ",Оптимизировать хранилище данных и процесс формирования отчетов для больших объёмов. Модифицировать использование очередей. Разрабатывать инструменты для экономии расходов на внешние...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83826909
