title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
HR менеджер в Пекарню №5,,Павлодар,Дом Пекаря,26-06-2023,Опыт работы на аналогичной должности от 1 года. Активность‚ нацеленность на результат‚ организованность. Умение и желание работать в команде.,Активный поиск и подбор персонала. Проведение телефонного интервью‚ первичных собеседований‚ определение уровня профессиональной компетенции‚ личностных характеристик и мотивации кандидатов. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/80644304
HR менеджер,,Алматы,«Machinery Logistics Group»,01-07-2023,Знание ТК РК. Успешный опыт работы от 1 года в сфере HR. Желание развиваться в сфере рекрутинга и HR сфере. ,"Поиск и подбор персонала в сферу логистики, используя различные источники поиска кандидатов. Проведение телефонных и личных собеседований. Ведение первичного кадрового...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82865385
HR менеджер по адаптации и внутренним коммуникациям,350000 - 350000 KZT,Астана,«FREEDOM TELECOM»,23-07-2023,"Развитые организационные способности, навыки организации корпоративных мероприятий и тимбилдингов. Грамотная письменная и устная речь (желательно знание казахского и русского языков). ","Разрабатывает индивидуальный план мероприятий по вводу нового сотрудника. Осуществляет мероприятие по введению сотрудника в организацию. Координирует мероприятия, связанные с ведением...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83514351
HR менеджер,,Алматы,"Astana Business Aviation, ТОО",04-07-2023,Высшее образование (доп. образование в сфере управления персоналом либо опыт в логистических компаниях на аналогичных позициях будет как преимущество). ,"Управление ключевыми HR-процессами: найм, адаптация, обучение и сертификация, мотивация, регулярная оценка, ротация, удержание, увольнение персонала, создание кадрового резерва, материально...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82946163
HR менеджер,250000 - 500000 KZT,Алматы,АльДиС,27-06-2023,Желание работать!!! Умение работать!!! Активность. Коммуникабельность.,Набор персонала. Управление и обучение персонала.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/77399289
HR менеджер,,Алматы,EdCrunch Academy,24-07-2023,"Позитивное мышление, постоянное стремление к развитию, добросовестное отношение к работе, порядочность, нацеленность на успех. Высшее образование (желательно в области управления...","Поиск, подбор сотрудников на вакантные должности, проведение собеседований. Формирование организационной структуры, штатного расписания. Разработка и реализация программы адаптации новых сотрудников. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83937574
HR менеджер,,Петропавловск,ASTER AUTO,26-06-2023,Опыт работы на аналогичной должности не менее 3х лет. Отличное знание трудового законодательства. Успешный опыт в закрытии вакансий. ,Полное ведение кадрового делопроизводства согласно ТК РК. Подбор и адаптация персонала. Закрытие вакансий (expert позиции и mass).,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82446448
HR менеджер,250000 - 300000 KZT,Алматы,Begemot Almaty,21-07-2023,Отличное знание Трудового Кодекса РК и кадрового делопроизводства. Опытный пользователь ПК. Знание русского и казахского яз. Хороший опыт работы в...,"Ведение кадрового делопроизводства в полном объёме. Оформление приёмов, переводов, увольнений работников и другой документации по кадрам в соответствии с трудовым...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83622371
HR-generalist,350000 KZT,Астана,GB management,28-06-2023,,"Организовывать полный цикл подбора персонала. – Онбординг и оффбординг сотрудников. – Контроль прохождения испытательного срока, поддержка в новой команде. – Работа с кадровым...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82600438
HR менеджер,,Караганда,Школа системного бизнеса,13-07-2023,Имеешь опыт работы на позиции Рекрутера от 1-го года. Разбираешься во всех процессах рекрутинга. У тебя есть успешный опыт...,Полный цикл закрытия вакансии: от снятия заявки с внутреннего заказчика и формирования профиля кандидата до отправки job offer. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83398549
HR менеджер,250000 KZT,Алматы,GALAXY service,22-07-2023,"Знание трудового законодательства и делопроизводства. Знание основ бухгалтерского учета. Знание программы кадрового учета 1С 8,3. Логическое мышление и...","Ведение кадрового делопроизводства. Проведение собеседований. Заключение, расторжение трудовых договоров. Работа на сайте ENBEK.",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83684033
HR-директор,500000 - 800000 KZT,Алматы,Представительство Единоличного общества с ограниченной ответственностью ДЕЛОТТА в Республике Казахстан,22-07-2023,"Казахский, русский, английский. Опыт работы в данной сфере от 3-6 лет. Знание Microsoft office program, Outlook. Высокая способность работы...","Разработка соответствующей системы заработной платы и вознаграждения для обеспечения финансовой мотивации сотрудников компании: организовывать оценку работы сотрудников, определять финансовые потребности...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83203413
HR-директор,500000 - 1000000 KZT,Астана,Caravan Partners,22-07-2023,"Опыт работы в сфере HR не менее 3 лет. Высшее образование, желательно специализация или переподготовка в HR. Практический опыт работы...","Построение и управление всех HR-процессов: поиска и подбора, адаптации, мотивации, оценки, развития персонала. Разработка эффективной HR стратегии и ее...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82640982
HR менеджер,,Усть-Каменогорск,ASTER AUTO,26-06-2023,Опыт работы на аналогичной должности не менее 3х лет. Отличное знание трудового законодательства. Успешный опыт в закрытии вакансий. ,Полное ведение кадрового делопроизводства согласно ТК РК. Подбор и адаптация персонала. Закрытие вакансий (expert позиции и mass).,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82430097
HR-специалист с функциями офис-менеджера,150000 - 180000 KZT,Алматы,БМ Учет,24-07-2023,Исполнительность. Ответственность.,Вести кадровый учет (кол-во сотрудников до 70). Подшивать и распределять документы. Дополнительные поручения руководителя.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83911971
HR Generalist,,Алматы,FTS,24-07-2023,Опыт работы в похожей должности от года. Знание трудового законодательства и требований к оформлению кадрового делопроизводства. Опыт работы с иностранными...,Отбор резюме на job-сайтах и прочих источниках согласно портрету заказчика. Качественное и профессиональное закрытие вакансий компании. Ведение адаптации новых...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/81580322
HR & General Affairs Manager (HRD),,Алматы,KT&G GLOBAL KAZAKHSTAN (КЕЙ-ТИ-ЭНД-ДЖИ ГЛОБАЛ КАЗАХСТАН),10-07-2023,"5 to 8 years of HR&GA experience related to FMCG industry. Language : English Advanced, Korean is preferable. ","Recruitment and Termination. Training and Development. Performance <highlighttext>Management</highlighttext> & Evaluation. Compensation & Benefit. <highlighttext>HR</highlighttext> Infra. General Affairs and support Expatriates, etc.",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83188573
HR менеджер,300000 RUR,Астана,Takeaway coffee,22-07-2023,Что нужно знать и уметь: - быть хорошим внутрикомом. - Знать методики поиска и подбора персонала. - уметь оценивать потенциал и личные качества...,вести кадровое делопроизводство. - осуществлять поиск и подбор персонала . - разрабатывать и реализовывать мероприятия по развитию и поддержанию корпоративной культуры. - организовывать корпоративы.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83374772
HR менеджер,,Тараз,ASTER AUTO,18-07-2023,Опыт работы на аналогичной должности не менее 3х лет. Отличное знание трудового законодательства. Успешный опыт в закрытии вакансий. ,Полное ведение кадрового делопроизводства согласно ТК РК. Подбор и адаптация персонала. Закрытие вакансий (expert позиции и mass).,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83622768
"HR-специалист (Магазин Верхней Одежды, Обуви)",250000 - 350000 KZT,Астана,ГАЯЗОВ (AYAZ),21-07-2023,"Опыт работы в найме персонала более 2 лет. Опыт в рекрутинг линейного персонала. Ответственность , инициативность , креативность . Работа на результат, умение...","Поиск продуктивных людей во всевозможных источниках (сайты, рекомендации, соц.сети, ВУЗы и прочие). Собеседования , продажа идеи работать в компании. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83831473
HR менеджер,300000 - 400000 KZT,Алматы,GBCapitan,24-07-2023,Опыт работы в сфере подбора и адаптации персонала. Высокий уровень ответственности и порядочности. Знание современных методов поиска и отбора кадров...,Поиск и подбор эффективных сотрудников. Проведение телефонного и личного интервью. Полное сопровождение нового сотрудника в компанию. Своевременное закрытие вакансий. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/81935449
HR менеджер/рекрутер,300000 - 350000 KZT,Алматы,СТОgram,20-07-2023,"Умение быстро подбирать, находить соответствующих людей в нашу компанию.","Подбор качественного персонала. Ведение переговоров с кандидатами, проведение назначение собеседований. Активный поиск, отбор и оценка персонала. Размещение вакансий на различных...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83758318
Ведущий HR менеджер по кадровому администрированию,200000 - 300000 KZT,Алматы,KazNetCom,23-07-2023,Опыт работы на аналогичной позиции не менее 3-х лет. Высшее или средне-специальное образование. Знание ТК РК и основ...,"Полное ведение кадрового делопроизводства согласно ТК РК (формирование и ведение штатного расписания, графика отпусков, табеля учета рабочего времени, формирование и...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83281642
HR менеджер,,Кокшетау,Home Credit Bank,30-06-2023,Высшее/средне-специальное образование. Опыт работы в HR сфере от 1 года. Опыт работы в подборе персонала на массовые и...,Проводить подбор персонала на имеющиеся вакантные позиции. Обеспечивать качественный подбор персонала путем применения эффективных техник проведения собеседования. Обеспечивать ведение кадрового...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82822224
HR менеджер,160000 KZT,Астана,"World-Class, ТМ",24-07-2023,Умение и знание вышеперечисленного функционала. Высокая скорость работы. Стрессоустойчивость. От Вас: Умение и знание вышеперечисленного функционала. Высокая скорость работы. Стрессоустойчивость.,Поиску новых сотрудников. Проведению собеседований с кандидатами на открытые позиции. Ведению кадрового документооборота. Поддержанию корпоративной культуры: Организация корпоративных мероприятий. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83936072
HR менеджер,300000 KZT,Астана,Bespoke Home,24-06-2023,Знание трудового законодательства. Делопроизводство. Принципы корпоративной психологии. Основы менеджмента и социологии.,"Находит персонал для компании, отвечает за планирование найма, создает кадровый резерв. Создает систему мотивации сотрудников. Отвечает за корпоративную культуру: формирует...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82362508
Менеджер по персоналу/HR Generalist,,Шымкент,Частное учреждение Ренеко-Казахстан,21-07-2023,Высшее/ средне-специальное образование по направлению. Опыт работы не менее 3-х лет. Грамотная устная и письменная речь. ,"Знание кадрового делопроизводства в полном объеме. Подготовка приказов, распоряжений. Работа с табелями сверка и учет рабочего времени. Контроль соблюдения трудовой...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/80657752
Ассистент HR Менеджера,,Алматы,"AcCent, ТМ",30-06-2023,"Мы готовы рассмотреть БЕЗ опыта работы. Обязанности простые, активный подбор персонала. Не теряться в сложных ситуациях и быстро принимать решения. ",Проводить телефонные и личные интервью.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82844499
HR менеджер,250000 KZT,Астана,Logitex,26-06-2023,Обязательный опыт работы в сфере HR и подборе персонала не менее 3 (трех) лет. Знание трудового законодательства РК и основ...,Рекрутинг по всей территории РК (от получения заявки на подбор до выхода кандидата на работу). Помощь в адаптации персонала. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82380075
HR менеджер,,Костанай,Промышленно-торговая компания Содружество,27-06-2023,"Имеете соответствующий опыт работы на аналогичной должности, но если часть навыков отсутствует, готовы рассмотреть с перспективой развития. Умеете выстраивать коммуникацию...",Создание HR-бренда компании. Развитие корпоративной культуры. Определить уровень мотивации и лояльности сотрудников. Комплексная система мотивации команды. Построение процесса найма...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82498315
HR менеджер индустриального направления,,Алматы,HAS Global Logistic,23-07-2023,"Нам нужен HRM, способный вести полный цикл HR процессов бизнес-направления: включая рекрутмент и кадровое делопроизводство. На текущий момент активны...","Вы будете работать под руководством HR директора группы, во взаимодействии с техническим директором и отвечать за все HR процессы индустриального...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83274674
HR-менеджер,,Астана,Бизнес-Эксперт Консалт,20-07-2023,"Опыт работы от 2-х лет <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext> (не кадровым делопроизводителем). Наличие организаторских способностей. Стремление работать с людьми, а не...","Поиск и подбор персонала, работа с разными тематическими ресурсами (HH, Instagram и т п.), формирование базы кадрового резерва. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83772600
HR менеджер,300000 - 400000 KZT,Алматы,Казах Кенсе,12-07-2023,Опыт в организации внутреннего и внешнего обучения. - Опыт работы на позиции <highlighttext>менеджера</highlighttext> <highlighttext>по</highlighttext> <highlighttext>подбору</highlighttext> <highlighttext>персонала</highlighttext> не менее 3-5 лет. - ,"Дорогой кандидат! - Организация отбора и найма, согласно политик компании, выполнение плана найма. - Обучение, повышение квалификации, проведение аттестаций. - Распределение специалистов по...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/79074301
HR менеджер,,Алматы,Mellis,12-07-2023,Высшее образование. Опыт работы на аналогичных позициях от 2 лет. Базовые знания психологии. Знания методологии тестирования и анализа людей. ,Ведение кадрового делопроизводства в соответствии с ТК РК. Поиск и подбор персонала. Скрининг резюме. Проведение телефонных интервью и личных собеседований...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83329613
Менеджер по персоналу / HR-партнер,,Алматы,Группа Официальных Дилеров Сильвер,10-07-2023,"Имеете высшее образование (будет преимуществом психологическое, педагогическое, экономическое, управление персоналом). Имеете опыт подбора и управления персоналом. Внимательны, ответственны, коммуникабельны. ","Помощь в адаптации и развитии сотрудников. Проведение интервью с кандидатами. Проведение аттестаций. Формирование кадрового резерва. Отчетность, оцифровка показателей. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83211860
Ассистент в отдел маркетинговых и HR мероприятий,200000 KZT,Алматы,EZS Центральная Азия,04-07-2023,"Степень бакалавра в области менеджмента, маркетинга или в смежных областях. Опыт в организации и проведении мероприятий не менее 1 года. ","Участвует во встречах и переговорах с клиентами с целью выяснения пожеланий заказчика о планируемом мероприятии, требованиях, составе участников и для...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82980721
"HR Generalist, HRD",400000 - 800000 KZT,Астана,ДХС InDiGo,22-07-2023,Опыт работы HR и рекрутера от 4 лет за последние 6 лет. Умение эффективно использовать различные инструменты для пассивного и...,"Создание и обработка вакансий, проведение собеседований, найм персонала любого уровня. Знание современных методик оценки персонала. Адаптация, обучение, внедрение. ",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82313222
HR менеджер,,Актау,ASTER AUTO,12-07-2023,Опыт работы на аналогичной должности не менее 3х лет. Отличное знание трудового законодательства. Успешный опыт в закрытии вакансий. ,Полное ведение кадрового делопроизводства согласно ТК РК. Подбор и адаптация персонала. Закрытие вакансий (expert позиции и mass).,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83311517
HR менеджер,,Астана,GR-Agro,13-07-2023,"Высшее образование. Опыт работы в кадровом администрировании и в подборе персонала от 3х лет. Личностные качества: ответственность, коммуникабельность.",Подбор и адаптация персонала. Кадровое делопроизводство в полном объеме. Обязанности офис-менеджера.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81895566
Помощник HR-менеджера (рекрутер),,Шымкент,"Отау Строй, ТОО",24-07-2023,Наличие высшего образования. Опыт работы по профилю не менее от 1 года. Знание современных инструментов поиска и подбора персонала. ,"Активный рекрутинг, формирование команды. Выстраивание стратегии поиска кандидатов. Точечный подбор и оценка кандидатов. Адаптация и сопровождение новичков, помощь бизнесу в...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83310227
HR & General Affairs Specialist,,Алматы,KT&G GLOBAL KAZAKHSTAN (КЕЙ-ТИ-ЭНД-ДЖИ ГЛОБАЛ КАЗАХСТАН),10-07-2023,"5 years of HR&GA experience related to FMCG industry. Language : English Advanced, Korean is preferable. Knowledge of principles and...","Recruitment and Termination. Training and Development. Performance <highlighttext>Management</highlighttext> & Evaluation. Compensation & Benefit. <highlighttext>HR</highlighttext> Infra. General Affairs and support Expatriates, etc.",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83188711
HR менеджер (рекрутинг),,Алматы,i see real,05-07-2023,"Опыт работы на аналогичной позиции от 2-х лет. Коммуникабельность, способность понимать людей и разбираться в них. Желание обучать людей...",Ведение кадрового делопроизводства в соответствии с трудовым законодательством РК. Формирование и ведение личных дел сотрудников. Подбор персонала и организация процессов...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83005326
HR-директор,,Костанай,Олжа Агро,16-07-2023,"Высшее образование: Менеджмент, Психология. Умение работать с программами Word, Excel, Power Point. Опыт HR директором крупной компании. Знание трудовое законодательство.",Формирование и настройка системы работы <highlighttext>HR</highlighttext> <highlighttext>специалистов</highlighttext>. Разработка и своевременное обновление организационной архитектуры компании. Формирование и контроль соблюдения бюджета по...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/79355461
HR менеджер,250000 - 300000 KZT,Алматы,СПК МОСТ,21-07-2023,"Ответственность, исполнительность. Знание языков: казахский – свободно. Microsoft word, excel, powerpoint, internet.",Отслеживать ситуацию на рынке труда в стране. На основе этого анализа формировать оптимальный уровень зарплаты на разные должности. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83341677
Рекрутер / HR / Менеджер по подбору персонала,200000 - 350000 KZT,Алматы,FLORAL(OTAN GROUP),16-07-2023,"Знание методики проведения тестирования, собеседования. Навыки поиска, отбора и оценки кандидатов. Высокий уровень коммуникативных навыков, ориентированность на результат. ","Составление описаний вакансий и осуществление активного поиска (размещение вакансий на сайтах, поисковых базах, хэдхантинг). Проведение телефонных интервью с кандидатами. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83503783
HR менеджер,,Астана,DOCUMENTOLOG CREATIVE STUDIO,01-07-2023,"Образование - Высшее. Опыт работы: Высшее (или послевузовское) образование по соответствующему направлению подготовки кадров и дополнительная подготовка в области ""HR"". ","Законодательные и иные нормативные правовые акты, регламентирующие деятельность организации по управлению персоналом. Конъюнктуру рынка рабочей силы и образовательных услуг, стратегическое...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82865426
Менеджер HR проектов,,Алматы,Ventra,23-07-2023,Опыт работы на позиции менеджера проекта/супервайзера/ ведущего специалиста по привлечению персонала (массовый подбор) от 3 лет. Отличное знание Excel...,"Самостоятельный запуск процесса привлечения персонала, и дальнейшее управление командой. Выстраивание эффективных процессов работы проекта по направлению привлечения соискателей. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83010382
Офис-менеджер (с функциями HR менеджера),200000 - 250000 KZT,Шымкент,Дженерал Адванс,20-07-2023,"презентабельный внешний вид. - трудолюбие, целеустремлённость. - инициативность, активность. - многозадачность. - честность, ответственность.","работа с персоналом, подбор персонала на ключевые позиции компании, приглашение кандидатов на собеседование, сообщение результатов. - активное участие в жизнедеятельности офиса...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/81499207
HR менеджер,250000 - 350000 KZT,Алматы,Табук (Best Choice),22-07-2023,Опыт работы на аналогичной позиции более 1 года. Коммуникабельность. Этичность. Беспристрастность. Трудоспособность.,"Размещение вакансий в разных источниках, взаимодействие с рынками труда, сотрудничество с образовательными учреждениями. - Отбор кандидатов, выборка резюме среди откликов в...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82726301
Начальник отдела кадров с функциями HR,,Алматы,Premium Logistic,12-07-2023,Активная жизненная позиция и АЗАРТ в работе! Опыт работы в подборе персонала. Коммуникативные навыки и грамотная речь. Ответственность и трудолюбие...,Активный поиск кандидатов на открытые вакансии. Ведение сотрудников (от назначения встречи на собеседование до полной адаптации). Проведение собеседования (выявление знаний...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83321822
Руководитель отдела HR,300000 - 350000 KZT,Алматы,POS TRADE,30-06-2023,Опыт работы не менее трех лет в качестве <highlighttext>HR</highlighttext>-<highlighttext>менеджера</highlighttext>. Умение работать с командой в онлайн/оффлайн формате. ,"Построение эффективной и автономной гибридной (часть онлайн и часть оффлайн) команды, состоящую из игроков А+ класса. Обеспечение исполнения всех должностных...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82820272
HR менеджер,300000 KZT,Алматы,Котофей Казахстан,23-07-2023,Опыт работы в должности HR. Грамотная устная и письменная речь. Знание Казахского и Русского языка. Высокий уровень коммуникабельности и самоорганизованности...,Размещение вакансий и отбор резюме на job-сайтах и других источниках привлечения. Обзвон соискателей по откликам и холодной базе. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83459349
HR менеджер по подбору персонала,220000 - 300000 KZT,Астана,Шафия (Аптечная сеть Альфамед),24-07-2023,"Средне/спец или высшее образование. Коммуникабельная, шустрая, энергичная.",Подбор персонала. Поиск сотрудников. Подача объявлений. Отчетность. Адаптация персонала.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/80090327
HR менеджер,,Алматы,АСБИС Казахстан,10-07-2023,"Считаете, что HR - это человек, который влияет на бизнес и результат. Желаете развиваться в HR, у вас много идей - мы...",Находить настоящих профессионалов и проводить их отбор (полный цикл подбора персонала). Разрабатывать программы онбординга и адаптационного обучения сотрудников. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83227266
HR менеджер,200000 - 250000 KZT,Костанай,Kaz-TIR,01-07-2023,,Организация работы офиса. Прописать регламенты для всех должностей. Организация и проведения различных “движух компании”. Проведение собеседований. Быть верным другом и...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82867512
HR менеджер,,Алматы,NURTEL GROUP (Нуртел Груп),12-07-2023,"Знание действующего Трудового законодательства. Опыт работы на аналогичной позиции. Стрессоустойчивость, пунктуальность.",Ведение кадрового делопроизводства. Формирование личных дел сотрудников. Оформление приказов по личному составу и по кадрам. Частичный подбор персонала. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83311406
HR менеджер,,Астана,Omar Consulting Group,12-07-2023,Высшее образование. Опыт работы на аналогичной позиции не менее 3-х лет. Хорошо развитые организационные навыки и лидерские качества. ,"Планирование потребностей в персонале на ближайшее время и в перспективе, создание резерва сотрудников, а также оперативный поиск нужных специалистов. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83322436
HR-специалист/ менеджер по персоналу,100000 - 200000 KZT,Кокшетау,ЭТАЖИ ИП Привальцев А.А.,23-07-2023,"Образование: высшее. Знание различных технологий поиска персонала. Ответственность, исполнительность, внимательность. Высокий уровень коммуникативных навыков, ответственность, инициативность. Высокая трудоспособность. ","Активный поиск, размещение рекламы в СМИ и Интернете. Проведение телефонных интервью, собеседований. Разработка и внедрение программ по привлечению и удержанию...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83517190
HR менеджер,200000 - 300000 KZT,Алматы,«Almaty School of Physics and Mathematics» (ASPM),01-07-2023,Опыт в рамках общеобразовательной школы ОБЯЗАТЕЛЕН.,Организует работу с персоналом в соответствии с общими целями развития организации и конкретными направлениями кадровой политики для достижения эффективного использования...,,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82268562
HR менеджер,200000 - 250000 KZT,Шымкент,GLOBAL ECONOMY,10-07-2023,Влияние. Делегирование. Системное мышление.,Мотивация. Управление изменениями. Управляемый стресс/управление стрессом. Управление проектами. Разработка стратегии.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83221771
Специалист отдела кадров (HR-менеджер),,Алматы,Diamant(ИП Шульгин В.Н),11-07-2023,Образование высшее. Опыт работы не менее одного года. Умение работать в режиме многозадачности.,"Ведение кадрового делопроизводства (прием, увольнение, перевод), подготовка приказов, ведение табеля рабочего времени сотрудников, работа в Енбек кз. Ведение исходящей и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83249357
HR менеджер,500000 - 700000 KZT,Шымкент,Мега арт-двери (ИП «Пон В.В.»),17-07-2023,Опыт работы от 1 года в области HR-менеджмента. Знание современных методик рекрутмента.,Нанимать качественный линейный персонал (сильные продавцы с опытом работы в продажах). Готовы развиваться в области найма ТОП-менеджеров (управляющие магазином...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83581711
HR менеджер,300000 KZT,Алматы,ПРИМА-КОНСТРАКШН,10-07-2023,Опыт работы в строительной сфере более 3-х лет. Знание Трудового Законодательства Республики Казахстан.,"Подбор и оформление сотрудников согласно заявок подразделений. Разработка и ведение рабочей документации (должностные инструкции, стандарты и пр.).",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83187674
